Orthogroup	DMKU3.1042	W29	s288c
OG0002636	W0T9K5	A0A1H6Q7F7	Q00539
OG0002637	W0TEE6	A0A1D8N7D8	Q06070
OG0002639	W0T9D3	A0A1D8NM45	P32377
OG0002640	W0T5F6	A0A1D8NAB7	Q03083
OG0002641	W0T9F5	A0A1D8NAG6	P69771
OG0002642	W0T7G3	A0A1H6Q475	P05375
OG0002643	W0T9Q2	A0A1D8N7B0	P46972
OG0002644	W0TC41	A0A1D8NMX5	P39076
OG0002645	W0T5G0	A0A1D8NH49	Q12461
OG0002646	W0T9D7	A0A1D8NNZ5	P38959
OG0002647	W0TAI5	A0A1D8N447	P10862
OG0002648	W0TCD4	A0A1H6PW84	Q02950
OG0002649	W0T7T8	A0A1D8NEY9	P25616
OG0002650	W0TBV2	A0A1H6PX23	P32639
OG0002651	W0T3T6	A0A1D8NHM9	P53835
OG0002652	W0T6X8	A0A1D8NCN6	Q08232
OG0002653	W0TCR4	A0A1D8NMS0	P25301
OG0002654	W0T5E8	A0A1H6PVE1	Q04697
OG0002655	W0T5Z0	A0A1H6PVD1	P18410
OG0002656	W0T553	A0A1D8NL39	P39958
OG0002658	W0TDX1	A0A1D8NBC0	P38070
OG0002659	W0T7T5	A0A1H6PXJ3	P17891
OG0002660	W0T823	A0A1H6Q2F4	P36015
OG0002661	W0TGU8	A0A1H6PW81	P25642
OG0002662	W0TGY4	A0A1D8NPM5	Q12178
OG0002663	W0THS9	A0A1D8NIF0	Q00764
OG0002664	W0THZ6	A0A1D8N5I3	P40070
OG0002665	W0TK18	A0A1D8NNI3	P32337
OG0002666	W0T8F9	A0A1D8NL16	Q05543
OG0002667	W0TFV0	A0A1D8NKY6	P19955
OG0002668	W0TGM5	A0A1D8NE34	P48439
OG0002669	W0T9G5	Q9UVE8	P38805
OG0002670	W0T589	A0A1H6PUB6	Q03193
OG0002671	W0TE05	A0A1D8N629	Q06567
OG0002672	W0T7X7	A0A1H6PMP9	P39952
OG0002673	W0TGF9	A0A1D8N4D7	P39925
OG0002674	W0TF78	A0A1D8N7G5	P40045
OG0002675	W0TE31	A0A1D8NQ17	P38152
OG0002676	W0THZ5	A0A1H6Q7J1	P40502
OG0002677	W0TC53	A0A1H6PMW8	Q06541
OG0002678	W0TAZ3	A0A1D8ND72	P39742
OG0002679	W0TBH3	A0A1H6PYJ6	Q12297
OG0002680	W0TIX8	A0A1H6PX93	P69851
OG0002681	W0TFH4	A0A1D8NJM8	P31787
OG0002682	W0T9S4	A0A1H6Q5T0	P38626
OG0002683	W0TIX0	A0A1D8NPE1	P06784
OG0002684	W0TD42	A0A1D8N7U3	P38830
OG0002685	W0TGI7	A0A1H6Q073	P22543
OG0002686	W0TBD6	A0A1D8N636	P14908
OG0002687	W0T6U3	A0A1D8N5Y2	Q12499
OG0002688	W0TDK9	A0A1H6PZE0	Q00684
OG0002689	W0TGN8	A0A1D8N3V2	P18852
OG0002690	W0T462	A0A1H6PNX1	P80235
OG0002691	W0T2U5	A0A1H6PVX8	Q00582
OG0002692	W0T814	A0A1D8N7U9	Q08448
OG0002693	W0TGS5	A0A1D8NHZ5	P40517
OG0002694	W0T8Y8	A0A1D8NIN4	P40359
OG0002695	W0T369	A0A1D8NFJ4	P06779
OG0002696	W0TER0	A0A1H6Q301	P12695
OG0002697	W0T7B8	A0A1D8NI37	Q07807
OG0002698	W0T8T7	A0A1H6PLD2	P43579
OG0002699	W0T993	A0A1D8NB48	Q12060
OG0002700	W0TCT4	A0A1D8N7D5	Q02256
OG0002701	W0T956	A0A1D8NEC4	Q04598
OG0002702	W0TEN8	A0A1D8NIP7	P54791
OG0002703	W0TB63	A0A1H6Q308	P41697
OG0002704	W0T8J4	A0A1H6Q3R9	P17558
OG0002705	W0TGP1	A0A1D8N6G5	P23503
OG0002706	W0TD20	A0A1H6Q8T6	P47047
OG0002707	W0TCL3	A0A1H6PHQ8	Q12449
OG0002708	W0TH04	Q9P4U5	Q05568
OG0002709	W0TBA2	A0A1D8NMB3	P38753
OG0002710	W0TEW1	A0A1D8NEG7	P41805
OG0002711	W0TAJ0	A0A1D8NFK5	Q12016
OG0002712	W0T2U3	A0A1D8N659	P39104
OG0002713	W0TAX3	A0A1H6PHW4	P32501
OG0002714	W0T6Z8	A0A1D8NIV8	Q08204
OG0002715	W0T9F4	A0A1D8NFU1	P38999
OG0002716	W0TFZ8	A0A1D8NQK0	P54839
OG0002717	W0TBX2	A0A1D8N711	P38222
OG0002718	W0T8Z0	A0A1D8NE88	Q07949
OG0002719	W0TE69	Q8NJX0	P38848
OG0002720	W0T5W4	A0A1H6Q7Q5	P38291
OG0002721	W0TAZ6	A0A1H6Q8U8	P53082
OG0002722	W0TGQ1	A0A1H6PME7	Q12402
OG0002723	W0T2B3	A0A1D8NGQ3	Q06287
OG0002724	W0TET7	A0A1D8N7D1	P24384
OG0002725	W0THU9	A0A1D8NMJ1	P52871
OG0002726	W0TAW6	A0A1H6PTB6	P49954
OG0002727	W0T9B0	A0A1D8NJP8	P12868
OG0002728	W0TF04	A0A1D8N3I7	P42938
OG0002729	W0TDF5	A0A1D8NI56	P46944
OG0002730	W0TE48	A0A1D8NFJ2	P40537
OG0002731	W0TGD1	A0A1D8NF17	P28777
OG0002732	W0TD54	A0A1D8NN44	Q08227
OG0002733	W0TJN7	A0A1D8NJG7	P23796
OG0002734	W0TGI1	A0A1D8NAQ2	P38254
OG0002735	W0TIN4	A0A1D8NI48	P40069
OG0002736	W0TAR8	A0A1D8NED4	P38888
OG0002737	W0TC50	A0A1D8NQS7	P35187
OG0002738	W0T5U8	A0A1D8NCF8	Q02890
OG0002739	W0T7V7	A0A1D8NA00	P33734
OG0002740	W0T980	A0A1D8N880	Q12452
OG0002741	W0T8L5	A0A1D8N4J3	Q08746
OG0002742	W0TCN2	A0A1D8N4P5	P38812
OG0002743	W0T2N2	A0A1D8N9I2	P25568
OG0002744	W0T9M2	A0A1D8NMC6	Q07824
OG0002745	W0TC77	A0A1D8NHG4	Q04062
OG0002746	W0TAB2	A0A1D8NBM9	P21560
OG0002747	W0TC59	A0A1D8ND42	P12887
OG0002748	W0TIG5	A0A1D8NIG2	P32367
OG0002749	W0TC70	A0A1D8NKW7	P81449
OG0002750	W0TDV8	A0A1D8NKF2	P53868
OG0002751	W0TA49	A0A1D8NKL7	P40033
OG0002752	W0TBT2	A0A1H6PZ39	P14126
OG0002753	W0T761	A0A1D8N858	P38630
OG0002754	W0T7L6	A0A1D8NGT4	Q04437
OG0002755	W0T6E1	A0A1H6Q8B4	Q12116
OG0002756	W0TD30	A0A1H6PXA7	Q08743
OG0002757	W0TBC7	A0A1D8NQL6	P38972
OG0002758	W0T7D1	A0A1H6PPK1	Q06623
OG0002759	W0T9T4	A0A1D8N6P7	Q08032
OG0002760	W0THL3	A0A1D8NPJ2	P32774
OG0002761	W0TBR2	A0A1D8N9Q4	P36132
OG0002762	W0TE54	A0A1D8N514	Q06489
OG0002763	W0TGK3	A0A1D8N411	P40161
OG0002764	W0TAQ0	A0A1H6PYF5	P47042
OG0002765	W0TA95	A0A1D8NEB7	P32611
OG0002766	W0TBU2	A0A1D8NG90	P27882
OG0002767	W0TF31	A0A1D8NBR8	P35196
OG0002768	W0TI32	A0A1D8NPD0	Q03048
OG0002769	W0TFF5	A0A1D8NBS6	P39113
OG0002770	W0T5S9	A0A1D8N5C5	Q02825
OG0002771	W0TF00	A0A1D8NHN7	P53009
OG0002772	W0T7T7	A0A1D8NQH8	P38278
OG0002773	W0T7U0	A0A1H6Q8P1	P35182
OG0002774	W0T4K1	A0A1H6Q9L4	P38715
OG0002775	W0TI02	A0A1D8NJY9	P38177
OG0002776	W0T5I1	A0A1D8NC75	P53145
OG0002777	W0TER1	A0A1D8NNH0	Q02336
OG0002778	W0TGG8	A0A1D8NEE3	P43557
OG0002779	W0TJV6	A0A1D8NE17	P53970
OG0002780	W0T7U3	A0A1H6PH36	P53734
OG0002781	W0T6L4	A0A1D8NI81	P38293
OG0002782	W0T8M5	A0A1D8NH14	P32332
OG0002783	W0TA14	A0A1D8NGQ8	P34253
OG0002784	W0T8U5	A0A1D8NNL5	P37293
OG0002785	W0TBE8	A0A1D8NNP1	P15180
OG0002786	W0TBW6	A0A1D8NE39	P47169
OG0002787	W0TAC2	A0A1H6PWV0	Q99222
OG0002788	W0T7P9	A0A1D8N405	P38286
OG0002789	W0TFZ5	A0A1D8NC19	P40562
OG0002790	W0T7Q3	A0A1D8NEZ6	P33892
OG0002791	W0TC17	A0A1H6Q4S6	Q01159
OG0002792	W0TCK8	A0A1H6PJD5	P10962
OG0002793	W0TIP5	A0A1D8N892	Q08281
OG0002795	W0TFC9	A0A1D8NLR8	P25441
OG0002796	W0TAX1	A0A1D8NCR2	Q12330
OG0002797	W0TKB8	A0A1D8NLG6	P31244
OG0002798	W0T6F0	A0A1D8NJQ4	Q02774
OG0002799	W0TAY6	A0A1D8NC68	P20606
OG0002800	W0TAR9	A0A1H6PUQ7	P38237
OG0002801	W0T4F0	A0A1D8NMT6	P32345
OG0002802	W0T650	A0A1H6QD47	P21827
OG0002803	W0TID1	A0A1D8N941	Q08003
OG0002804	W0T930	A0A1D8NHS0	P13586
OG0002805	W0TBQ2	A0A1H6PQP2	P31381
OG0002806	W0TG63	A0A1H6PKJ6	Q12464
OG0002807	W0TFJ4	A0A1H6Q8Y5	Q12277
OG0002808	W0TJU3	A0A1H6PYH7	P40506
OG0002809	W0TIA6	A0A1D8NGQ6	P53749
OG0002810	W0T9V7	A0A1D8NLG2	Q99287
OG0002811	W0TF86	A0A1D8NLL8	P34909
OG0002812	W0TKQ2	S5TE01	P00854
OG0002813	W0TCA2	A0A1D8N801	P53863
OG0002814	W0THW1	A0A1H6PX61	Q07914
OG0002815	W0TD65	A0A1D8NK42	Q9URQ3
OG0002816	W0T9P6	A0A1H6Q4F9	P12754
OG0002817	W0T919	A0A1D8NME9	P39722
OG0002818	W0TE61	A0A1D8NPP8	P38996
OG0002819	W0T7Y9	A0A1D8N9J1	P38347
OG0002821	W0TE93	A0A1D8NC06	P47095
OG0002822	W0TFM2	A0A1H6QCK5	P36013
OG0002823	W0TDM8	A0A1D8NET7	P16862
OG0002824	W0T833	A0A1D8NIS2	P15303
OG0002825	W0T5G3	A0A1D8NID4	P25578
OG0002826	W0TBD2	A0A1D8N8K0	P14843
OG0002827	W0TE81	A0A1H6PHA1	Q02159
OG0002828	W0TEE0	A0A1H6PKX3	Q12157
OG0002829	W0T911	A0A1D8N6B0	Q02516
OG0002830	W0TBL5	A0A1H6Q5Y9	P53037
OG0002831	W0T824	A0A1D8N530	Q92331
OG0002832	W0T4D6	A0A1H6PTS4	Q04401
OG0002833	W0TBH5	A0A1D8N498	P49095
OG0002834	W0TJX1	A0A1D8NNQ3	P40489
OG0002835	W0T5N7	A0A1D8NDN5	P38319
OG0002836	W0TD94	A0A1D8NPI3	P33332
OG0002837	W0TDD9	A0A1D8NKJ2	P11353
OG0002838	W0T3M8	A0A1H6Q9S4	P25582
OG0002839	W0TF64	A0A1D8NM73	P39731
OG0002840	W0T3W6	A0A1H6Q3V2	P53845
OG0002841	W0TDQ2	A0A1H6PV51	P33312
OG0002842	W0T5A9	A0A1D8NGQ1	Q04305
OG0002843	W0T5H5	A0A1D8NDA2	P38929
OG0002844	W0T4V2	A0A1D8N8E7	Q02883
OG0002845	W0TCY7	A0A1D8NLR7	Q12084
OG0002846	W0TCD3	A0A1H6Q0D8	P38861
OG0002847	W0TGT3	A0A1D8NI95	Q12480
OG0002848	W0TEH5	A0A1D8N3I4	Q6Q546
OG0002849	W0T7Q8	A0A1H6PTY6	P53981
OG0002850	W0TEA1	A0A1H6PYK1	P20485
OG0002851	W0T3X8	A0A1D8N4C9	P51601
OG0002852	W0TDR0	A0A1D8NHU6	P26448
OG0002853	W0T915	A0A1D8N9V2	P36152
OG0002854	W0TDS6	A0A1D8NC85	Q03940
OG0002855	W0THR7	A0A1D8N716	P41338
OG0002856	W0TB02	A0A1D8N8Q4	P37302
OG0002857	W0TGT2	A0A1D8NMF2	P53833
OG0002858	W0TDI0	A0A1H6PW85	P18900
OG0002859	W0THZ0	A0A1H6PVI8	P53968
OG0002860	W0T4W7	A0A1D8NQ52	P22216
OG0002861	W0T740	A0A1H6PYN4	Q03862
OG0002862	W0TEZ5	A0A1H6QC27	Q06892
OG0002863	W0TD52	A0A1D8NK73	P25366
OG0002864	W0T4D2	A0A1D8NNV5	P53163
OG0002865	W0TF69	A0A1H6Q404	P28005
OG0002866	W0TG73	A0A1D8N4L7	P38637
OG0002867	W0TE83	A0A1H6PSC9	P40545
OG0002868	W0T6B9	A0A1D8N8R3	P14742
OG0002869	W0TDU4	A0A1D8NJK5	Q99394
OG0002871	W0TCG8	A0A1D8NLM1	P40364
OG0002872	W0T9B9	A0A1H6Q477	P17649
OG0002873	W0TB87	A0A1D8NHY6	P40348
OG0002874	W0T5A2	A0A1D8N5I7	Q06440
OG0002875	W0TAB0	A0A1D8N592	P14906
OG0002876	W0T9X0	A0A1H6Q4A6	Q03778
OG0002877	W0THK2	A0A1D8NIA1	P43590
OG0002878	W0TG35	A0A1D8NHI8	P40526
OG0002879	W0TFY6	A0A1D8N6C8	P00830
OG0002880	W0TB75	A0A1D8NHY5	P32875
OG0002881	W0T6E7	A0A1D8N9H8	P25569
OG0002882	W0TCX0	A0A1D8NN02	P53866
OG0002883	W0TG72	A0A1D8NEQ1	P39965
OG0002884	W0TFU8	A0A1D8NLM5	P25386
OG0002885	W0TB35	A0A1D8NCI5	P21771
OG0002886	W0TCU3	A0A1D8NBB1	P36533
OG0002887	W0TBI6	A0A1D8NKL9	P40034
OG0002888	W0TBR7	A0A1D8ND64	P52918
OG0002889	W0TAD4	A0A1D8NJ99	P51998
OG0002890	W0TBL9	A0A1D8N6C1	P09938
OG0002891	W0T9T9	A0A1D8NB54	P36102
OG0002893	W0TBV6	A0A1H6PZN1	P39956
OG0002894	W0TAC0	A0A1D8NJJ6	P40028
OG0002895	W0TGR0	A0A1H6Q8Q5	P40073
OG0002896	W0T5H3	A0A1D8NMX0	P25648
OG0002897	W0T5B2	A0A1D8NNP3	P32591
OG0002898	W0T3G6	A0A1H6Q0Y1	P43594
OG0002899	W0T8A3	A0A1H6PXJ5	Q04935
OG0002900	W0T4H1	A0A1D8NAV7	Q12232
OG0002901	W0T9V5	A0A1H6PJN3	P38333
OG0002902	W0T8U7	A0A1D8N7V2	P47068
OG0002903	W0TA72	A0A1D8NH66	P38877
OG0002904	W0TCA5	A0A1D8NCP6	P42846
OG0002905	W0TDP7	A0A1D8N7Y5	Q07551
OG0002906	W0TFE8	A0A1D8NAC1	Q12118
OG0002907	W0TII4	A0A1H6PYZ6	P38193
OG0002908	W0T3X7	A0A1D8N3H4	P53848
OG0002909	W0TH86	A0A1D8NHQ5	P18898
OG0002910	W0TCC9	A0A1D8NFD7	Q12033
OG0002911	W0T8V9	A0A1H6Q9Q8	P53207
OG0002912	W0TIJ6	A0A1D8NK72	P34222
OG0002913	W0TDX9	A0A1H6PUB2	P40468
OG0002914	W0TJS4	A0A1H6PIT5	Q03338
OG0002915	W0TGW2	A0A1D8NIF8	P36531
OG0002916	W0TAY0	A0A1D8N9L7	Q04031
OG0002917	W0T389	A0A1H6PM89	Q05900
OG0002918	W0TAY2	A0A1D8NKS6	Q08963
OG0002919	W0T421	A0A1H6PSJ2	Q08162
OG0002920	W0T8A2	A0A1H6PZV8	Q06494
OG0002921	W0T7V2	A0A1D8ND79	P43132
OG0002922	W0TA34	A0A1D8N3T9	P54999
OG0002923	W0THI8	A0A1D8NFC6	P43573
OG0002924	W0TGX4	A0A1D8NQA4	Q12059
OG0002925	W0T5Q1	A0A1D8NLN6	P07284
OG0002927	W0T7W8	A0A1D8NID8	Q00618
OG0002928	W0T5D8	A0A1H6Q0M8	P31373
OG0002929	W0TD16	A0A1D8N755	Q12109
OG0002930	W0TDR9	A0A1H6PRV7	P05759
OG0002931	W0T7W7	A0A1D8N4Z2	Q07376
OG0002932	W0T8G7	A0A1D8NEX4	Q12051
OG0002933	W0T8G0	A0A1D8NHR8	P32579
OG0002934	W0TEI2	A0A1D8NF62	P25298
OG0002935	W0TD23	A0A1D8NKC7	P46655
OG0002936	W0TK92	A0A1H6Q8F1	Q03429
OG0002937	W0TAA6	A0A1D8NB86	Q04149
OG0002938	W0T871	A0A1D8N736	P00447
OG0002939	W0T8I3	A0A1D8NL93	P47117
OG0002940	W0T4F5	A0A1D8NMQ6	P36010
OG0002941	W0TA89	A0A1H6PIY0	P07347
OG0002942	W0TGR4	A0A1D8N594	P42841
OG0002943	W0TA40	A0A1D8N9D1	P38811
OG0002944	W0TES5	A0A1D8N609	P23615
OG0002945	W0TBX5	A0A1D8NEF4	Q03768
OG0002947	W0T349	A0A1H6PHK5	Q12285
OG0002948	W0TAK1	A0A1D8NPC1	P32495
OG0002949	W0TCH8	A0A1D8NPN5	P46959
OG0002950	W0T2F8	A0A1H6PPU4	P36528
OG0002951	W0T4A4	A0A1D8NAN5	Q05902
OG0002952	W0T6H6	A0A1H6PWN5	Q03305
OG0002953	W0TJ17	A0A1D8NM18	P53267
OG0002954	W0TGB8	A0A1D8NCD0	P40467
OG0002955	W0T2H8	A0A1D8N8P0	P32524
OG0002956	W0T6D8	A0A1D8NHS3	P33327
OG0002957	W0TK77	A0A1D8N495	Q04372
OG0002958	W0TDZ1	A0A1D8NMG4	P38235
OG0002959	W0T6H8	A0A1D8NAH9	P40204
OG0002960	W0T4N2	A0A1D8NC27	P25342
OG0002961	W0T8L6	A0A1D8NPH6	Q02884
OG0002962	W0TH34	A0A1D8N6S6	P53043
OG0002963	W0TAJ6	A0A1D8N5C9	P07269
OG0002964	W0TBN2	A0A1D8NMD2	P48362
OG0002965	W0TD89	A0A1D8NBF6	P40565
OG0002966	W0T816	A0A1H6Q0L5	P53878
OG0002967	W0T5P9	A0A1H6PHV5	P38139
OG0002968	W0T5X6	A0A1D8NGJ7	P12686
OG0002969	W0TC46	A0A1D8NJ47	P25644
OG0002970	W0TET8	A0A1D8ND49	P40990
OG0002971	W0T8H0	A0A1D8NHB8	P22515
OG0002972	W0TB70	A0A1H6PY46	P32773
OG0002973	W0TBK6	A0A1D8NN71	P20484
OG0002974	W0TD81	A0A1D8NB71	P21957
OG0002975	W0TAE3	A0A1D8NBA2	P17261
OG0002976	W0T4N1	Q8WZL7	P46673
OG0002977	W0TFK3	A0A1D8NFX1	P33314
OG0002978	W0TIR8	A0A1D8NFV4	P38736
OG0002979	W0TGR7	A0A1H6PVG2	Q05123
OG0002980	W0TIH4	A0A1D8N6L0	P28274
OG0002981	W0TEY5	A0A1D8NFU3	Q08924
OG0002982	W0TED4	A0A1H6QAM8	P89102
OG0002983	W0T6Y4	A0A1D8NK51	Q04924
OG0002984	W0TEP0	A0A1H6Q4X4	Q08965
OG0002985	W0TKL4	A0A1D8NCA4	P04051
OG0002986	W0T4U0	A0A1D8NJU2	P38086
OG0002987	W0TAV6	A0A1D8ND00	P06168
OG0002988	W0T5F5	A0A1D8NJV9	Q08645
OG0002989	W0T760	A0A1D8N3V5	P41909
OG0002990	W0T766	A0A1H6PWK9	Q02457
OG0002991	W0TAF9	A0A1D8N4X8	P89105
OG0002992	W0TE07	A0A1H6PZA0	Q08977
OG0002993	W0T9H4	A0A1H6PIF0	P07272
OG0002994	W0TCR3	A0A1H6Q6B6	P39726
OG0002995	W0T5A3	A0A1D8NBM7	P14741
OG0002996	W0T8W8	A0A1H6PV34	P32855
OG0002997	W0TCL4	A0A1D8N9G6	Q04934
OG0002998	W0TIS0	A0A1D8NLF3	P40527
OG0002999	W0TG22	A0A1D8NGJ3	P36520
OG0003000	W0T7S3	A0A1D8NJH0	P47027
OG0003001	W0THX9	A0A1D8NF26	P11972
OG0003002	W0TF48	A0A1D8NQT5	P40362
OG0003003	W0T4U6	A0A1H6PXK2	P27616
OG0003004	W0T7E5	A0A1D8NK78	P32473
OG0003005	W0T373	A0A1D8NCZ7	Q04693
OG0003006	W0TJ35	A0A1H6PQE2	P22219
OG0003007	W0TBR6	A0A1D8NFP6	Q08421
OG0003008	W0T8K1	A0A1H6PS54	P28778
OG0003009	W0TKE3	A0A1D8N9L9	Q12004
OG0003010	W0T986	A0A1D8N708	Q12019
OG0003011	W0TCB3	A0A1D8NND2	P13134
OG0003012	W0TBX9	A0A1D8NEG8	P13663
OG0003013	W0T7A7	A0A1D8NMP2	P32910
OG0003014	W0TG04	A0A1D8N8C2	P40007
OG0003015	W0T730	A0A1H6PPY2	P07560
OG0003016	W0TA02	A0A1H6PWR0	Q03375
OG0003017	W0TJI8	A0A1D8NAM4	Q12341
OG0003018	W0T7W9	A0A1H6PSZ5	P17555
OG0003019	W0T8D2	A0A1H6PQH4	Q08285
OG0003020	W0T6Y8	A0A1H6PW78	P30656
OG0003021	W0TDE5	A0A1D8NC04	P42940
OG0003022	W0TB76	A0A1D8NHM6	P53206
OG0003023	W0T4K3	A0A1H6PZZ9	P20433
OG0003024	W0TG96	A0A1D8NQI2	Q04491
OG0003025	W0TA21	A0A1H6Q312	Q02784
OG0003026	W0T6K8	A0A1D8N8H4	P38122
OG0003027	W0T4V4	A0A1D8NK56	P38869
OG0003028	W0THH1	A0A1D8NPY1	Q12093
OG0003029	W0TAV7	A0A1D8N7D6	Q07468
OG0003030	W0T8V2	A0A1D8NQE2	Q12046
OG0003031	W0T9J7	A0A1D8NCJ1	P43570
OG0003032	W0TAA0	A0A1D8NMK5	Q02197
OG0003033	W0TC48	A0A1H6Q0B3	P22213
OG0003034	W0TE33	A0A1D8NP96	P53256
OG0003035	W0TBS6	A0A1D8NMF3	P36154
OG0003036	W0T5H1	A0A1H6PQJ7	P39706
OG0003037	W0TC38	A0A1D8NLM9	P32500
OG0003038	W0TFF6	A0A1D8N566	Q04651
OG0003039	W0T905	A0A1D8NAF1	P47081
OG0003040	W0TDS0	A0A1D8NCW9	P00927
OG0003041	W0TAS9	A0A1D8NCQ1	P31116
OG0003042	W0TG40	A0A1D8NKZ8	P40347
OG0003043	W0T9E8	A0A1H6Q0G7	P53179
OG0003044	W0TFS9	A0A1D8NNS0	P11491
OG0003045	W0TD79	A0A1D8NJF5	P32609
OG0003046	W0TAU9	A0A1D8NK74	P41948
OG0003047	W0TIJ0	A0A1D8N3M0	P34218
OG0003048	W0TDL8	A0A1D8NJ27	P33333
OG0003049	W0T4G6	A0A1D8NG63	P25625
OG0003050	W0T4C7	A0A1H6PXA8	Q06697
OG0003051	W0T2G2	A0A1H6PSU1	P47138
OG0003052	W0T992	A0A1D8NJY8	P38013
OG0003053	W0TBD4	A0A1H6Q825	P35181
OG0003054	W0TAT4	A0A1H6PLH4	Q99288
OG0003055	W0TFI2	A0A1D8NLV5	D6VTK4
OG0003056	W0TEX4	A0A1D8N3A1	P17442
OG0003057	W0TCE4	A0A1D8NP97	P07806
OG0003058	W0T3F6	A0A1D8NPW8	P36087
OG0003059	W0TEU7	A0A1D8N6H1	Q12052
OG0003060	W0T821	A0A1H6Q081	P53881
OG0003061	W0TKK9	A0A1D8NC92	Q12108
OG0003062	W0T5I4	A0A1H6PS43	P38328
OG0003063	W0T5G6	A0A1H6PXV3	P22007
OG0003064	W0T4G1	A0A1D8NGM2	P33310
OG0003065	W0T4D5	A0A1D8N3H6	Q08058
OG0003066	W0TFL9	A0A1D8NDL4	P53965
OG0003067	W0TDP1	A0A1D8NAC0	P39015
OG0003068	W0TG03	A0A1D8NLT8	P07251
OG0003069	W0TB14	A0A1D8NHF6	P53068
OG0003070	W0TEZ8	A0A1D8NLN1	P11325
OG0003071	W0T6Z5	A0A1D8NA29	Q06554
OG0003072	W0TDG9	A0A1D8ND31	P08518
OG0003073	W0TIL7	A0A1H6PUX4	P38164
OG0003074	W0T7B9	A0A1D8NBR3	P38921
OG0003075	W0T7I4	A0A1D8N6N2	P38758
OG0003076	W0T7W2	A0A1D8N6C6	Q03691
OG0003077	W0T648	A0A1H6PY67	Q12462
OG0003078	W0T8W5	A0A1H6Q8K9	P53039
OG0003079	W0TGH7	A0A1D8NEV5	Q06549
OG0003080	W0TCC5	A0A1H6PI62	Q12024
OG0003081	W0T6R8	A0A1D8NMD1	P32785
OG0003082	W0T376	A0A1H6PJY2	Q05867
OG0003083	W0T4P4	A0A1D8NII5	P38806
OG0003084	W0TH38	A0A1H6Q686	P20459
OG0003085	W0THK0	A0A1H6Q4I0	P38701
OG0003086	W0TC29	A0A1H6QBN1	Q12460
OG0003087	W0T8F0	A0A1H6Q184	O74700
OG0003088	W0T829	A0A1D8NH26	P53960
OG0003089	W0TB72	A0A1D8N9V9	Q06170
OG0003090	W0T705	A0A1D8NLV1	P36069
OG0003091	W0TA09	A0A1D8NDK9	P28708
OG0003092	W0TED1	A0A1D8NFR4	P35194
OG0003093	W0TI31	A0A1D8NLE6	P40480
OG0003094	W0TB84	A0A1H6PYX5	P43605
OG0003095	W0TB59	A0A1D8NCC3	P39702
OG0003096	W0TEF4	A0A1D8NJ16	P33399
OG0003097	W0THV7	A0A1D8N5F8	Q07897
OG0003098	W0TFQ0	A0A1H6PII3	Q99258
OG0003099	W0TFA2	A0A1D8NJS9	P50107
OG0003100	W0TEI1	A0A1H6PUQ8	P39079
OG0003101	W0TBJ4	A0A1H6PIM7	P16658
OG0003102	W0T843	A0A1D8NMY7	P25631
OG0003103	W0TD33	A0A1H6Q5K9	Q05021
OG0003104	W0TAY9	A0A1H6Q7Y1	Q99321
OG0003105	W0TJQ0	A0A1H6PQQ4	P47085
OG0003106	W0TFU7	A0A1D8NEU4	P50101
OG0003107	W0TDM6	A0A1H6Q0B7	Q12429
OG0003108	W0THN0	A0A1D8NKH7	O14464
OG0003109	W0TK37	A0A1D8NDJ5	Q12511
OG0003110	W0TF02	A0A1D8N9X2	P41940
OG0003111	W0TC74	A0A1H6Q3M9	P54837
OG0003112	W0THV4	A0A1D8NIG1	P34220
OG0003113	W0TFN6	A0A1D8NF25	P49687
OG0003114	W0T659	A0A1D8N624	P28519
OG0003115	W0T9C1	A0A1H6PZY0	P32783
OG0003116	W0TFH5	A0A1D8NB32	Q06508
OG0003117	W0TAA5	A0A1D8NBP8	Q04052
OG0003118	W0TDP0	A0A1D8NFL9	Q04749
OG0003119	W0TEE9	A0A1D8NP78	P40514
OG0003120	W0TAR4	A0A1D8NN74	Q06580
OG0003121	W0TBI0	A0A1D8N6E1	Q12255
OG0003122	W0TCX4	A0A1D8NHU5	P22138
OG0003123	W0TGD2	A0A1D8NIW6	Q12030
OG0003124	W0TGZ2	A0A1D8NPF5	P39517
OG0003125	W0T886	A0A1D8NK20	P50108
OG0003126	W0T9T6	A0A1H6PSM9	P32642
OG0003127	W0TCJ9	A0A1D8NP42	P41810
OG0003129	W0TDH6	A0A1H6Q2P2	P15565
OG0003130	W0T6K5	A0A1D8NPJ3	Q02888
OG0003131	W0TA87	A0A1H6Q2S4	P46946
OG0003132	W0TAK5	A0A1D8N640	Q12315
OG0003133	W0TJ01	A0A1D8NB39	Q06510
OG0003134	W0T632	A0A1D8NLL1	P49960
OG0003135	W0TAF5	A0A1H6Q1F4	P42834
OG0003136	W0TDY9	A0A1D8NCF9	P46947
OG0003137	W0T9S2	A0A1D8N4N1	P36159
OG0003138	W0T810	A0A1D8NNM2	Q08444
OG0003139	W0T8N1	A0A1D8NN48	P39954
OG0003140	W0TDH4	A0A1D8NFJ0	P53223
OG0003141	W0TBC1	A0A1D8NJ32	Q07825
OG0003142	W0TAB9	A0A1D8NJF1	P53549
OG0003143	W0TA97	A0A1D8NA13	Q12083
OG0003144	W0TEW5	A0A1D8NBR2	P08425
OG0003145	W0T452	Q8WZL1	Q02767
OG0003146	W0TA07	A0A1D8NJ18	P36126
